id,contact_id,outreach_datetime,outreach_medium,rep_id,notes
258,284,2025-12-20 12:00,Letter,1,Notes: Type: Introduction; Letter Status: Sent; Hot Chocolate: No; Status: Yes; Source: Letters
259,483,2025-12-20 12:00,Letter,1,Notes: Type: Introduction; Letter Status: Sent; Hot Chocolate: No; Source: Letters
260,771,2025-12-20 12:00,Letter,1,Notes: Type: Introduction; Letter Status: Sent; Hot Chocolate: No; Source: Letters
261,179,2025-12-20 12:00,Letter,1,Notes: Type: Introduction; Letter Status: Sent; Hot Chocolate: Yes; Source: Letters
262,26,2025-12-20 12:00,Letter,1,Notes: Type: Introduction; Letter Status: Sent; Hot Chocolate: No; Source: Letters
263,26,2026-01-29 12:00,Call,1,"Notes: Operator: Daniel; Email Alexander at ""orders@rainforestdistribution.com"" Attention Alex Ridings; Source: Letters"
265,707,2025-12-20 12:00,Letter,1,Notes: Type: Introduction; Letter Status: Sent; Hot Chocolate: No; Source: Letters
266,707,2026-01-29 12:00,Call,1,Notes: Left a voicemail; Source: Letters
267,312,2025-12-20 12:00,Letter,1,Notes: Type: Introduction; Letter Status: Sent; Hot Chocolate: Yes; Source: Letters
268,312,2026-01-29 12:00,Call,1,Notes: Operator: Ally; Out of office. Gets in Monday around 9.; Source: Letters
269,535,2025-12-20 12:00,Letter,1,Notes: Type: Introduction; Letter Status: Sent; Hot Chocolate: No; Source: Letters
270,535,2026-01-29 12:00,Call,1,"Notes: He was very positive. We had a great 30 minute conversation. Offered to sell me his business. I said ""it goes both ways, happy to share how we're making it easier for small business operators to run their business."" We're going to chat again about tech needs.; Source: Letters"
271,868,2025-12-20 12:00,Letter,1,Notes: Type: Introduction; Letter Status: Sent; Hot Chocolate: No; Source: Letters
272,252,2025-12-20 12:00,Letter,1,Notes: Type: Introduction; Letter Status: Sent; Hot Chocolate: Yes; Status: Yes; Source: Letters
273,536,2025-12-20 12:00,Letter,1,Notes: Type: Introduction; Letter Status: Sent; Hot Chocolate: No; Source: Letters
274,812,2025-12-20 12:00,Letter,1,Notes: Type: Introduction; Letter Status: Sent; Hot Chocolate: Yes; Source: Letters
275,107,2025-12-20 12:00,Letter,1,Notes: Type: Introduction; Letter Status: Sent; Hot Chocolate: Yes; Source: Letters
276,164,2025-12-20 12:00,Letter,1,Notes: Type: Introduction; Letter Status: Sent; Hot Chocolate: No; Source: Letters
277,249,2025-12-20 12:00,Letter,1,Notes: Type: Introduction; Letter Status: Sent; Hot Chocolate: Yes; Source: Letters
278,634,2025-12-20 12:00,Letter,1,Notes: Type: Introduction; Letter Status: Sent; Hot Chocolate: Yes; Source: Letters
279,845,2025-12-20 12:00,Letter,1,Notes: Type: Introduction; Letter Status: Sent; Hot Chocolate: Yes; Source: Letters
280,760,2025-12-20 12:00,Letter,1,Notes: Type: Introduction; Letter Status: Sent; Hot Chocolate: Yes; Source: Letters
281,375,2025-12-20 12:00,Letter,1,Notes: Type: Introduction; Letter Status: Sent; Hot Chocolate: Yes; Source: Letters
282,260,2025-12-20 12:00,Letter,1,Notes: Type: Introduction; Letter Status: Sent; Hot Chocolate: Yes; Source: Letters
283,790,2025-12-20 12:00,Letter,1,Notes: Type: Introduction; Letter Status: Sent; Hot Chocolate: Yes; Source: Letters
284,630,2025-12-20 12:00,Letter,1,Notes: Type: Introduction; Letter Status: Sent; Hot Chocolate: No; Source: Letters
285,630,2026-02-04 12:00,Call,1,Notes: Left a voicemail; Source: Letters
286,828,2025-12-20 12:00,Letter,1,Notes: Type: Introduction; Letter Status: Sent; Hot Chocolate: No; Source: Letters
287,828,2026-02-04 12:00,Call,1,Notes: Voicemail; Source: Letters
288,382,2025-12-20 12:00,Letter,1,Notes: Type: Introduction; Letter Status: Sent; Hot Chocolate: Yes; Source: Letters
289,593,2025-12-20 12:00,Letter,1,Notes: Type: Introduction; Letter Status: Sent; Hot Chocolate: Yes; Source: Letters
290,593,2026-01-29 12:00,Call,1,Notes: Voicemail; Source: Letters
291,738,2025-12-20 12:00,Letter,1,Notes: Type: Introduction; Letter Status: Sent; Hot Chocolate: No; Source: Letters
292,820,2025-12-20 12:00,Letter,1,Notes: Type: Introduction; Letter Status: Sent; Hot Chocolate: Yes; Source: Letters
293,820,2026-01-29 12:00,Call,1,Notes: Voicemail; Source: Letters
294,300,2025-12-20 12:00,Letter,1,Notes: Type: Introduction; Letter Status: Sent; Hot Chocolate: No; Source: Letters
295,239,2025-12-20 12:00,Letter,1,Notes: Type: Introduction; Letter Status: Sent; Hot Chocolate: Yes; Source: Letters
296,239,2026-01-29 12:00,Call,1,Notes: Dan will be in the office Friday 1/30; Source: Letters
297,530,2025-12-20 12:00,Letter,1,Notes: Type: Introduction; Letter Status: Sent; Hot Chocolate: Yes; Source: Letters
298,530,2026-01-29 12:00,Call,1,Notes: Said I had wrong number (Barjo may be out of business); Source: Letters
299,102,2025-12-20 12:00,Letter,1,Notes: Type: Introduction; Letter Status: Sent; Hot Chocolate: Yes; Source: Letters
300,102,2026-01-29 12:00,Call,1,Notes: Wrong number (Not AA distribution); Source: Letters
301,393,2025-12-20 12:00,Letter,1,Notes: Type: Introduction; Letter Status: Sent; Hot Chocolate: No; Source: Letters
302,393,2026-01-29 12:00,Call,1,Notes: Voicemail full; Source: Letters
303,24,2025-12-20 12:00,Letter,1,Notes: Type: Introduction; Letter Status: Sent; Hot Chocolate: Yes; Source: Letters
304,407,2025-12-20 12:00,Letter,1,Notes: Type: Introduction; Letter Status: Sent; Hot Chocolate: Yes; Source: Letters
305,422,2025-12-20 12:00,Letter,1,Notes: Type: Introduction; Letter Status: Sent; Hot Chocolate: Yes; Source: Letters
306,422,2026-02-04 12:00,Call,1,Notes: Hung up on me. Hassan no longer works there.; Source: Letters
307,398,2025-12-20 12:00,Letter,1,Notes: Type: Introduction; Letter Status: Sent; Hot Chocolate: Yes; Source: Letters
308,398,2026-02-04 12:00,Call,1,"Notes: Said ""i have your information, I'll let you know."" Says they are not looking for new vendors right now.; Source: Letters"
309,853,2025-12-20 12:00,Letter,1,Notes: Type: Introduction; Letter Status: Sent; Hot Chocolate: Yes; Source: Letters
310,853,2026-02-04 12:00,Call,1,"Notes: Operator: Nina; Said he isn't around, is available any day after 12; Source: Letters"
311,185,2025-12-20 12:00,Letter,1,Notes: Type: Introduction; Letter Status: Ready; Hot Chocolate: Yes; Source: Letters
312,185,2026-02-04 12:00,Call,1,Notes: Number does not work; Source: Letters
313,236,2025-12-20 12:00,Letter,1,Notes: Type: Invitation to meet; Letter Status: Ready; Hot Chocolate: Yes; Source: Letters
314,475,2025-12-20 12:00,Letter,1,Notes: Type: Invitation to meet; Letter Status: Ready; Hot Chocolate: Yes; Source: Letters
315,841,2025-12-20 12:00,Letter,1,Notes: Type: Reaching out again; Letter Status: Sent; Hot Chocolate: Yes; Source: Letters
316,492,2025-12-20 12:00,Letter,1,Notes: Type: Reaching out again; Letter Status: Sent; Hot Chocolate: Yes; Source: Letters
317,237,2025-12-20 12:00,Letter,1,Notes: Type: Reaching out again; Letter Status: Sent; Hot Chocolate: Yes; Source: Letters
318,140,2025-12-20 12:00,Letter,1,Notes: Type: Reaching out again; Letter Status: Ready; Hot Chocolate: Yes; Source: Letters
319,379,2025-12-20 12:00,Letter,1,Notes: Type: Reaching out again; Letter Status: Ready; Hot Chocolate: Yes; Source: Letters
320,379,Not interested 12:00,Call,1,Notes: Operator: Michelle;; Source: Letters
321,485,2025-12-20 12:00,Letter,1,Notes: Type: Reaching out again; Letter Status: Ready; Hot Chocolate: Yes; Status: Reach back out in March; Source: Letters
322,931,2025-12-20 12:00,Letter,1,Notes: Type: Reaching out again; Letter Status: Ready; Hot Chocolate: Yes; Status: Converted; Source: Letters
323,266,2025-10-14 12:00,Phone,1,Notes: David (Managing Director) is out of office until Thursday. Will call back again on Thursday.; Status: Not our ICP; Source: First Campaign
324,266,2025-10-20 12:00,Email,1,Status: Not our ICP; Source: First Campaign
327,152,2025-10-14 12:00,Phone,1,Notes: Left a voicemail with Brian; Status: Attempted to Contact; Source: First Campaign
328,152,2025-10-20 12:00,Email,1,Status: Attempted to Contact; Source: First Campaign
330,89,2025-10-15 12:00,Phone,1,"Notes: Phone person said Aracelli was not in, and to email her.; Status: Attempted to Contact; Source: First Campaign"
331,89,2025-10-20 12:00,Email,1,Status: Attempted to Contact; Source: First Campaign
332,382,2025-10-15 12:00,Phone,1,Notes: Left a voicemail; Status: Attempted to Contact; Source: First Campaign
333,382,2025-10-20 12:00,Email,1,Status: Attempted to Contact; Source: First Campaign
334,406,2025-10-15 12:00,Phone,1,Notes: Left a voicemail; Status: Attempted to Contact; Source: First Campaign
335,406,2025-10-20 12:00,Email,1,Status: Attempted to Contact; Source: First Campaign
337,332,2025-10-15 12:00,Phone,1,Notes: Said that Eric was not available. Took down my phone number and said he'll call me back.; Status: Attempted to Contact; Source: First Campaign
338,308,2025-10-15 12:00,Phone,1,Notes: Said that Doug was not available. Took down my phone number and said they'll call me back.; Status: Attempted to Contact; Source: First Campaign
340,474,2025-10-16 12:00,Email,1,"Notes: Emailed with ""Cold Outreach Email 10/16 (More reserved, for small businesses)"" Template; Status: Attempted to Contact; Source: First Campaign"
341,828,2025-10-16 12:00,Email,1,"Notes: Emailed with ""Cold Outreach Email 10/16 (More reserved, for small businesses)"" Template; Status: Attempted to Contact; Source: First Campaign"
342,958,2025-10-16 12:00,Email,1,"Notes: Emailed with ""Cold Outreach Email 10/16 (More reserved, for small businesses)"" Template; Status: Attempted to Contact; Source: First Campaign"
343,132,2025-10-16 12:00,Email,1,"Notes: Emailed with ""Cold Outreach Email 10/16 (More reserved, for small businesses)"" Template; Status: Attempted to Contact; Source: First Campaign"
344,834,2025-10-16 12:00,Email,1,"Notes: Emailed with ""Cold Outreach Email 10/16 (Salesly, AI-focused)"" Template; Status: Attempted to Contact; Source: First Campaign"
345,108,2025-10-16 12:00,Email,1,"Notes: Emailed with ""Cold Outreach Email 10/16 (Salesly, AI-focused)"" Template; Status: Attempted to Contact; Source: First Campaign"
346,249,2025-10-16 12:00,Email,1,"Notes: Emailed with ""Cold Outreach Email 10/16 (Salesly, AI-focused)"" Template; Status: Attempted to Contact; Source: First Campaign"
347,923,2025-10-16 12:00,Email,1,Status: Attempted to Contact; Source: First Campaign
348,597,2025-11-03 12:00,November 3rd,1,Status: Attempted to Contact; Source: First Campaign
349,260,2025-11-03 12:00,November 3rd,1,Status: Attempted to Contact; Source: First Campaign
350,845,2025-11-03 12:00,November 3rd,1,Status: Reach back out; Source: First Campaign
352,790,2025-11-03 12:00,November 3rd,1,Status: Attempted to Contact; Source: First Campaign
353,781,2025-11-03 12:00,November 3rd,1,Status: Attempted to Contact; Source: First Campaign
354,375,2025-11-03 12:00,November 3rd,1,Status: Attempted to Contact; Source: First Campaign
355,634,2025-11-03 12:00,November 3rd,1,Status: Attempted to Contact; Source: First Campaign
356,93,2025-11-04 12:00,November 3rd,1,"Notes: Clay: Founder, Boston, 11-50; Status: Attempted to Contact; Source: First Campaign"
357,605,2025-11-04 12:00,November 3rd,1,"Notes: Clay: Founder, Boston, 11-50; Status: Attempted to Contact; Source: First Campaign"
359,631,2025-11-04 12:00,November 3rd,1,"Notes: Clay: Founder, Boston, 11-50; Status: Attempted to Contact; Source: First Campaign"
360,774,2025-11-04 12:00,November 3rd,1,"Notes: Clay: Founder, Boston, 11-50; Status: Attempted to Contact; Source: First Campaign"
361,135,2025-11-04 12:00,November 3rd,1,"Notes: Clay: Founder, Boston, 11-50; Status: Attempted to Contact; Source: First Campaign"
362,465,2025-11-04 12:00,November 3rd,1,"Notes: Clay: Founder, Boston, 11-50. She responded with ""no thank you""; Status: Bad timing; Source: First Campaign"
363,755,2025-10-14 12:00,Phone,1,"Notes: Said ""they're working on it"" and are not interested.; Status: Bad timing; Source: First Campaign"
364,819,2025-10-14 12:00,Phone,1,Notes: Hung up; Status: Bad timing; Source: First Campaign
365,770,2025-10-14 12:00,Phone,1,"Notes: Hung up, talked to Paul directly.; Status: Bad timing; Source: First Campaign"
366,722,2025-10-15 12:00,Phone,1,Notes: Hung up; Status: Bad timing; Source: First Campaign
367,703,2025-10-15 12:00,Phone,1,"Notes: Ali lead. they are not looking for ACH, Mickel does ACH management so not to mention in call

Mickel is following up with Tim. It seems like Tim is leaving and they are ""at his mercy."" Mickel doesn't understand tech, gets overwhelmed by it. Will follow up with Mickel in case we need to understand the process from an ops perspective.; Status: Bad timing; Source: First Campaign"
368,703,2025-10-16 12:00,Email,1,Status: Bad timing; Source: First Campaign
369,841,2025-10-15 12:00,Phone,1,"Notes: Ali lead (Met Ryan, liked the app, knows us as PQRID).

Said he wasn't here, and to call back Thursday afternoon.; Status: Connected; Source: First Campaign"
370,841,2025-10-20 12:00,Email,1,Status: Connected; Source: First Campaign
371,237,2025-10-14 12:00,Phone,1,Notes: Ali lead (Look more at customer app / backend). Left a voicemail.; Status: Connected; Source: First Campaign
372,237,2025-10-21 12:00,Email,1,Status: Connected; Source: First Campaign
373,294,2025-10-14 12:00,Phone,1,"Notes: Ali lead (Talked to them last year. They were using Shopify then. Were waiting until they have a backend system as well). 

Said that since it's Q4 of the year, they don't want to touch anything right now. Can leave a note and get back in touch at the start of next year.; Status: Connected; Source: First Campaign"
374,294,2025-10-21 12:00,Email,1,Status: Connected; Source: First Campaign
375,492,2025-10-15 12:00,Phone,1,"Notes: Got in touch with Jeff. Said they already had an ERP and were all set. I said we can get in touch about future tools, and he said sure.; Status: Connected; Source: First Campaign"
376,299,2025-11-03 12:00,November 3rd,1,Notes: Voicemail; Status: Message not deliverable; Source: First Campaign
377,299,2025-11-06 12:00,,1,Status: Message not deliverable; Source: First Campaign
378,179,2025-12-11 12:00,LinkedIn,1,Status: Plan to Letter; Source: First Campaign
379,748,2025-12-11 12:00,LinkedIn,1,Status: Plan to Letter; Source: First Campaign
380,715,2025-12-11 12:00,LinkedIn,1,Status: Plan to Letter; Source: First Campaign
381,312,2025-12-11 12:00,LinkedIn,1,Notes: Family-operated; Status: Plan to Letter; Source: First Campaign
382,1001,2025-12-11 12:00,LinkedIn,1,Notes: Cash and Carry Wholesaler; Status: Plan to Letter; Source: First Campaign
383,543,2025-12-11 12:00,LinkedIn,1,"Notes: 4,000+ products; Status: Plan to Letter; Source: First Campaign"
384,558,2025-12-11 12:00,LinkedIn,1,Notes: No Visible online ordering and/or mobile app; Status: Plan to Letter; Source: First Campaign
385,535,2025-12-11 12:00,LinkedIn,1,Status: Plan to Letter; Source: First Campaign
386,841,2025-12-11 12:00,LinkedIn,1,Status: Plan to Letter; Source: First Campaign
387,409,2025-12-11 12:00,LinkedIn,1,"Notes: They are bigger players, they have an online ordering system () but do not see any mobile app, such customers may be more receptive to technology.  But to get these leads converted need to be in contact with leadership.; Status: Plan to Letter; Source: First Campaign"
388,483,2025-12-11 12:00,LinkedIn,1,"Notes: Their Tag line, Good for us... ""Encouraging strategic thinking & innovation "" PE backed; Status: Plan to Letter; Source: First Campaign"
389,934,2025-12-11 12:00,LinkedIn,1,"Notes: Clay: Founder, Boston, 11-50; Status: Plan to Letter; Source: First Campaign"
390,841,2025-11-18 12:00,Unknown,1,"Notes: Ali lead (Met Ryan, liked the app, knows us as PQRID).

Said he wasn't here, and to call back Thursday afternoon.; Source: Warm Leads"
391,680,2025-11-18 12:00,Unknown,1,"Notes: This was very interested customer, we lost due to team member unresponsiveness messages from customer"" Id would like to see if this may be a good tool for our business.  I watched the demo and see some areas that this could serve us.  Let me know a time we could discuss costs, etc?"". ""thanks for reaching out.  Our initial set up with you just went too long so we are going with a different company.  We wish you and your team the best."". I was not aware of this lead until recently. Lets find a creative way to win this now:). We were PQRID then; Source: Warm Leads"
392,476,2025-12-05 12:00,Unknown,1,"Notes: Reached Javed, will call him Monday 11/17 at 10 AM CST / 11 AM EST

I keep reaching his voicemail. They also seem to have a website set up now.; Source: Warm Leads"
393,793,2025-12-05 12:00,Unknown,1,Notes: This client was interested in app. Randy was interested but his colleague was opposed to idea and said things work different and we are big company. This was one of very initial demo and unfortunately with employee opposition we were not able talk about integration. We just demo customer app to them. I just checked and apparently they have not upgraded yet; Source: Warm Leads
395,237,2025-11-12 12:00,Unknown,1,"Notes: Ali lead (Look more at customer app / backend). Left a voicemail. 

Hung up. 

Pausing until after Thanksgiving because he seems not interested.; Source: Warm Leads"
396,294,2025-11-12 12:00,Unknown,1,"Notes: Ali lead (Talked to them last year. They were using Shopify then. Were waiting until they have a backend system as well). 

Said that since it's Q4 of the year, they don't want to touch anything right now. Can leave a note and get back in touch at the start of next year. 

Confirmed again they don't want to have any conversations right now. Would be implementing earliest Q2.; Source: Warm Leads"
397,778,2026-02-11 12:04,Call,1,"Notes: Seems like Simplex was acquired. Peter said ""we're not in that business anymore.""; Source: Outreach"
398,863,2026-02-11 11:15,Call,3,Notes: Got Tricia's email - tricia@bgrestsupply.com; Source: Outreach
399,148,2026-02-11 11:40,Call,3,Notes: Brandon took down my number for Wayne to call me back and gave me email: HRS@Hrsupply.net; Source: Outreach
400,374,2026-02-11 04:09,Email,1,Source: Outreach
401,733,2026-02-11 16:21,Email,1,Notes: Email does not work; Source: Outreach
402,32,2026-02-11 16:22,Email,1,Source: Outreach
403,809,2026-02-11 16:28,Email,1,Source: Outreach
404,83,2026-02-11 16:46,Email,1,Source: Outreach
405,89,2026-02-11 16:56,Email,1,Source: Outreach
406,639,2026-02-11 16:57,Email,1,Source: Outreach
407,451,2026-02-11 11:25,Call,2,Notes: Gave me email- sky1wholesale@gmail.com; Source: Outreach
408,754,2026-02-11 11:45,Call,2,Notes: Nicole took my name and number and said there wasn't an alternative email or number I could reach; Source: Outreach
410,735,2026-02-12 15:15,Email,2,Source: Outreach
411,185,2026-02-12 17:34,Email,2,Source: Outreach
412,763,2026-02-12 18:18,Email,2,Source: Outreach
413,341,2026-02-12 18:38,Email,1,Source: Outreach
414,409,2026-02-12 18:38,Email,1,Source: Outreach
415,24,2026-02-12 18:51,Email,1,Source: Outreach
416,816,2026-02-12 18:56,Email,1,Source: Outreach
417,821,2026-02-12 18:58,Email,1,Source: Outreach
418,860,2026-02-12 19:06,Email,1,Source: Outreach
419,298,2026-02-12 19:15,Email,1,Source: Outreach
420,130,,Email,1,Notes: Email status: Sent; Source: St Louis Missouri
421,130,2026-01-12 12:00,Call,1,Source: St Louis Missouri
422,78,,Email,1,Notes: Email status: (Email does not work); Source: St Louis Missouri
423,78,2026-01-12 12:00,Call,1,Notes: Spoke to: Sai (Sigh?); Confirmed would be here Friday and probably able to meet; Source: St Louis Missouri
424,479,,Email,1,Notes: Email status: Sent; Source: St Louis Missouri
425,479,2026-01-12 12:00,Call,1,Notes: Voicemail; Source: St Louis Missouri
426,425,2026-01-12 12:00,Call,1,"Notes: Spoke to: Abdul; Gave Hazzaa's phone number: 618 514 4558.

Hazzaa asked me to call back at 5:06 Pm.; Source: St Louis Missouri"
427,777,,Email,1,Notes: Email status: Sent; Source: St Louis Missouri
428,777,2026-01-12 12:00,Call,1,Notes: Spoke to: Mark; Confirmed would be here Friday and probably able to meet; Source: St Louis Missouri
429,960,,Email,1,Notes: Email status: Sent; Source: St Louis Missouri
430,960,#VALUE! 12:00,Call,1,Source: St Louis Missouri
431,105,2026-01-12 12:00,Call,1,Notes: Didn't seem to be able to hear me?; Source: St Louis Missouri
432,563,2026-01-12 12:00,Call,1,Notes: Spoke to: Julie; Julie said she was too busy and could not meet.; Source: St Louis Missouri
433,385,2026-01-12 12:00,Call,1,Notes: George barely comes in. Hard to tell which manager will be in on a given day.; Source: St Louis Missouri
434,109,2026-01-12 12:00,Call,1,Notes: Voicemail not set up; Source: St Louis Missouri
435,470,2026-01-12 12:00,Call,1,Notes: Spoke to: Jayden; Jason won't be around until next month.; Source: St Louis Missouri
436,880,2026-01-12 12:00,Call,1,Notes: Voicemail; Source: St Louis Missouri
438,787,#VALUE! 12:00,Call,1,Notes: Spoke to: Amy;; Source: St Louis Missouri
440,512,2025-12-03 12:00,Email,1,Source: Industrial
441,412,2025-12-03 12:00,Email,1,Source: Industrial
442,555,2025-12-03 12:00,Email,1,Source: Industrial
443,937,2025-12-03 12:00,Email,1,Source: Industrial
444,610,2025-12-03 12:00,Email,1,Source: Industrial
445,966,2025-12-03 12:00,Email,1,Source: Industrial
446,557,2025-12-03 12:00,Email,1,Source: Industrial
447,5,2025-12-03 12:00,Email,1,Source: Industrial
448,663,2025-12-03 12:00,Email,1,Source: Industrial
449,394,2025-12-03 12:00,Email,1,Source: Industrial
450,478,2025-12-05 12:00,LinkedIn,1,Source: Industrial
451,688,2025-12-20 12:00,LETTER,1,Source: Industrial
453,333,,LinkedIn,1,Source: Industrial
454,778,2026-02-11 12:04,Call,1,"Notes: Seems like Simplex was acquired. Peter said ""we're not in that business anymore.""; Source: Outreach"
455,863,2026-02-11 11:15,Call,3,Notes: Got Tricia's email - tricia@bgrestsupply.com; Source: Outreach
456,148,2026-02-11 11:40,Call,3,Notes: Brandon took down my number for Wayne to call me back and gave me email: HRS@Hrsupply.net; Source: Outreach
457,374,2026-02-11 04:09,Email,1,Source: Outreach
458,733,2026-02-11 16:21,Email,1,Notes: Email does not work; Source: Outreach
459,32,2026-02-11 16:22,Email,1,Source: Outreach
460,809,2026-02-11 16:28,Email,1,Source: Outreach
461,83,2026-02-11 16:46,Email,1,Source: Outreach
462,89,2026-02-11 16:56,Email,1,Source: Outreach
463,639,2026-02-11 16:57,Email,1,Source: Outreach
464,451,2026-02-11 11:25,Call,2,Notes: Gave me email- sky1wholesale@gmail.com; Source: Outreach
465,754,2026-02-11 11:45,Call,2,Notes: Nicole took my name and number and said there wasn't an alternative email or number I could reach; Source: Outreach
467,735,2026-02-12 15:15,Email,2,Source: Outreach
468,230,2026-02-12 23:30,Email,2,Source: Outreach
469,341,2026-02-12 18:38,Email,1,Source: Outreach
470,409,2026-02-12 18:38,Email,1,Source: Outreach
471,24,2026-02-12 18:51,Email,1,Source: Outreach
472,816,2026-02-12 18:56,Email,1,Source: Outreach
473,821,2026-02-12 18:58,Email,1,Source: Outreach
474,860,2026-02-12 19:06,Email,1,Source: Outreach
475,298,2026-02-12 19:15,Email,1,Source: Outreach
476,613,2026-02-12 23:53,Email,2,Source: Outreach
477,128,2026-02-12 23:55,Email,2,Source: Outreach
478,318,2026-02-12 23:58,Email,2,Notes: email address doesn't work; Source: Outreach
608,613,2026-02-12 23:53,Call,2,Notes: called on 2/13 - spoke with Leslie who let me leave a voicemail for Laura
479,296,2026-02-13 00:00,Email,2,Source: Outreach
480,51,2026-02-13 00:06,Email,2,Source: Outreach
485,252,2026-02-13 10:49,Call,1,Notes: Voicemail; Source: Outreach
490,1010,2026-02-13 03:28,Received call back,3,Notes: Told me to call between 6-7 to speak with his manager named Faras.; Source: Outreach
492,1011,2026-02-13 03:57,Call,3,Notes: Provided me his managers email and told me to reach out to him. (Daniyal@akwholesale.com); Source: Outreach
501,2001,2026-02-16 15:36,Call,1,Notes: Hung up on me
503,474,2026-02-16 15:50,Email,1,
505,2001,2026-02-17 9:00,Email,1,Notes: Scheduled send
507,1020,2026-02-17 9:00,Email,1,Notes: Scheduled send
509,1023,2026-02-17 16:13:00 PM,Email,1,
510,1024,2026-02-17 16:13:00 PM,Email,1,
511,1025,2026-02-17 16:20:00 PM,Call,1,Notes: Voicemail
512,1025,2026-02-17 16:30:00 PM,Email,1,
513,2001,2026-02-17 16:33:00 PM,Phone,1,Notes: Voicemail
514,2001,2026-02-17 16:30:00 PM,Web form,1,
515,1027,2026-02-17 16:39:00 PM,Phone,1,"Notes: Voicemail full, cannot accept messages"
516,1026,2026-02-17 16:40:00 PM,Phone,1,"Notes: Voicemail full, cannot accept messages"
517,2001,2026-02-17 16:42:00 PM,Email,1,
518,1028,2026-02-17 16:45:00 PM,Phone,1,Notes: Paul said to call back tomorrow in the middle of the day.
519,2001,2026-02-17 16:54:00 PM,Phone,1,Notes: Phone just kept ringing indefinitely.
520,2001,2026-02-17 15:11:00 PM,Phone,1,Notes: Hung up on me
524,51,2026-02-18 8:14,Phone,2,Notes: Called and spoke with Arlene. Emilio wasn't in office due to being sick. Usually in tuesdays through fridays. No other number I could call to reach out to him
525,200,2026-02-18 8:32,Phone,2,Notes: Extension 109. Spoke with Christy. Took down my name and email and said she would leave a message.
526,128,2026-02-18 8:45,Phone,2,Notes: Called and Bill hung up on me
527,230,2026-02-18 9:00,Phone,2,Notes: Was in meeting. Spoke with Kimberly who said she’ll leave a message
528,763,2026-02-18 9:25,Phone,2,Notes: Left voicemail
529,296,2026-02-18 9:26,Phone,2,Notes: Left voicemail
532,837,2026-02-20 9:30,Email,1,Notes: Delivered
545,962,2026-02-20 9:30,Email,1,Notes: Delivered
549,432,2026-02-20 9:30,Email,1,Notes: Delivered
553,190,2026-02-20 9:30,Email,1,Notes: Delivered
554,704,2026-02-20 9:30,Email,1,Notes: Not sent: Invalid MX record
564,281,2026-02-20 9:30,Email,1,Notes: Bounced
566,257,2026-02-20 9:30,Email,1,Notes: Delivered
569,952,2026-02-20 9:30,Email,1,Notes: Delivered
577,733,2026-02-20 9:30,Email,1,Notes: Delivered
578,887,2026-02-20 9:30,Email,1,Notes: Delivered
584,837,2026-02-23 15:13,Phone call,3,"Notes: Voicemail, left my number"
599,432,2026-02-25 10:08,Phone call,3,Notes: Hunter said now wasn't a good time and to send a follow up email then hung up.
603,190,2026-02-25 10:33,Phone call,3,"Notes: Said, ""If I didn't respond to the email I'm probably not interested"" then hung up."
604,704,2026-02-25 10:39,Phone call,3,Notes: Left voicemail for Middie.
607,342,2026-02-25 10:59,Phone call,3,Notes: Spoke with a customer service rep named Eric. Did not know who spyriden was. Said to send an email to sales@dealssupplyllc.com. Also asked for my name and email address.
609,1017,2026-02-25 11:23,Email,2,Notes: Delivered
610,421,2026-02-25 11:56,Email,2,Notes: Delivered
613,2164,2026-02-27 14:04:00,Phone Call,1,"Notes: Wayne said Ryan just left. To call in on Monday, Tuesday, or Thursday."
618,793,2026-02-27 14:32:00,Phone Call,1,Notes: Voicemail
620,597,2026-02-27 14:43:00,Phone Call,1,Notes: Voicemail. Called back. Said that her father owns the business and wouldn't want to change anything. Been dealing with family health issues and unlikely to change sometime soon.
628,215,2026-03-02 12:34:00 PM,Phone Call,3,Notes: Dean is retired. Said Chris was the best person to talk to. Left voicemail.
630,257,2026-03-02 12:48:00 PM,Phone Call,3,Notes: Left name & number for Dan to call back.
638,432,2026-03-03 1:23:00 PM,Email,3,Notes: Delivered
640,342,2026-03-03 1:41:00 PM,Email,3,"Notes: Delivered. Sent two emails. Didn't know you couldn't 'delete/undo' an email, forgot to include signature & wanted to modify subject line. These errors were likely caused by a lack of focus and organization. I was going back and forth between a doc & email, plus I was modifying the templates according to different scenarios.(e.g. an email directed at the person I spoke with vs a follow up to someone I didn't directly speak to)."
642,2029,2026-03-03 10:00 AM,Email,1,Notes: Apollo
643,2033,2026-03-03 10:00 AM,Email,1,Notes: Apollo
644,2067,2026-03-03 10:00 AM,Email,1,Notes: Apollo
645,2185,2026-03-03 10:00 AM,Email,1,Notes: Apollo
646,2093,2026-03-03 10:00 AM,Email,1,Notes: Apollo
647,2167,2026-03-03 10:00 AM,Email,1,Notes: Apollo
648,2205,2026-03-03 10:00 AM,Email,1,Notes: Apollo
649,2062,2026-03-03 10:00 AM,Email,1,Notes: Apollo
650,2148,2026-03-03 10:00 AM,Email,1,Notes: Apollo
651,2001,2026-03-03 10:00 AM,Email,1,Notes: Apollo
652,2112,2026-03-03 10:00 AM,Email,1,Notes: Apollo
653,2209,2026-03-03 10:00 AM,Email,1,Notes: Apollo
654,2001,2026-03-03 10:00 AM,Email,1,Notes: Apollo
655,2084,2026-03-03 10:00 AM,Email,1,Notes: Apollo
